FeatureID,FeatureName,Cluster 1 Average,Cluster 1 Log2 Fold Change,Cluster 1 P-Value,Cluster 2 Average,Cluster 2 Log2 Fold Change,Cluster 2 P-Value,Cluster 3 Average,Cluster 3 Log2 Fold Change,Cluster 3 P-Value,Cluster 4 Average,Cluster 4 Log2 Fold Change,Cluster 4 P-Value,Cluster 5 Average,Cluster 5 Log2 Fold Change,Cluster 5 P-Value,Cluster 6 Average,Cluster 6 Log2 Fold Change,Cluster 6 P-Value,Cluster 7 Average,Cluster 7 Log2 Fold Change,Cluster 7 P-Value,Cluster 8 Average,Cluster 8 Log2 Fold Change,Cluster 8 P-Value,Cluster 9 Average,Cluster 9 Log2 Fold Change,Cluster 9 P-Value
ENSG00000114902,SPCS1,4.929463121,1.025312736,1.06E-06,2.329014232,-0.548105377,0.070350424,1.709898937,-0.975084923,0.004765239,2.006103376,-0.670322496,1,2.064767274,-0.654126235,0.427628141,3.183735496,0.017593475,1,3.944144162,0.357115992,0.69955216,2.114888158,-0.594837361,1,2.848577933,-0.151066397,1
ENSG00000169895,SYAP1,1.856401899,1.038854203,1.12E-06,0.76259758,-0.781442968,0.004794486,0.66373969,-0.918161905,0.012917397,0.818279009,-0.539327317,1,0.623367239,-0.979506182,0.126788948,1.725064846,0.592989667,1,1.549574757,0.434405618,0.536120161,0.783967162,-0.605585798,1,0.905214765,-0.388209953,1
ENSG00000143183,TMCO1,2.971729241,1.021564306,1.38E-06,1.128834672,-0.926189652,0.000463448,1.015389857,-0.999960223,0.005443262,1.441226899,-0.411342012,1,0.929582724,-1.098124726,0.059466944,2.647698398,0.515416369,1,3.094134708,0.782418793,0.131112783,1.21697228,-0.663833652,1,1.557222604,-0.295580159,1
ENSG00000159461,AMFR,1.942871856,1.033709394,1.43E-06,0.772110232,-0.841400596,0.002121531,0.710626379,-0.885937225,0.017982373,1.187824367,-0.058428942,1,0.612430971,-1.077916101,0.076145186,1.835520975,0.615914663,1,1.401638008,0.199101746,0.90414151,0.815872802,-0.617164724,1,1.386307928,0.170861697,1
ENSG00000182240,BACE2,1.036963943,1.034230698,1.94E-06,0.344833625,-1.138541584,2.51E-05,0.599270493,-0.154641507,0.911959606,0.702136182,0.099050945,1,0.48557027,-0.472961645,0.820751098,0.711467422,0.120506377,1,0.576702579,-0.204045965,1,0.287150763,-1.217298818,1,0.943195805,0.538391506,1
ENSG00000198721,ECI2,1.206526125,1.027654771,2.01E-06,0.409836745,-1.107918273,3.69E-05,0.499636279,-0.693561552,0.081300143,0.607110232,-0.346217026,1,0.345586048,-1.2218144,0.031864697,1.283240328,0.801861671,0.762279957,1.108271913,0.582863623,0.327226554,0.378309735,-1.043472882,1,0.778611302,0.022521799,1
ENSG00000246705,H2AFJ,14.26078751,0.994666191,2.32E-06,3.476874208,-1.66832328,2.25E-11,8.375134813,-0.155769004,0.853833815,13.31947057,0.552784754,1,3.587095688,-1.443183512,0.002566528,10.40236843,0.186143296,1,11.25823731,0.316478881,0.766267694,3.135868648,-1.597807754,0.444887249,23.06082091,1.38857849,0.338063254
ENSG00000144455,SUMF1,1.165317786,1.002301149,4.11E-06,0.466119935,-0.850012501,0.002509657,0.429306246,-0.891676099,0.01808136,0.527921941,-0.514511065,1,0.389331117,-1.005408259,0.118354808,1.04608452,0.518045265,1,1.203553209,0.758456155,0.136242582,0.423889221,-0.840453173,1,0.525404374,-0.517388612,1
ENSG00000102172,SMS,2.276591848,0.984331788,4.15E-06,1.146274534,-0.462847715,0.159148904,0.719417633,-1.142150563,0.001303884,0.786603692,-0.92906733,1,0.962391526,-0.662481115,0.494724376,2.092169041,0.542124037,1,1.527008134,0.054445634,1,1.203298435,-0.305229218,1,1.164751866,-0.350190455,1
ENSG00000129197,RPAIN,1.039666129,1.00502741,4.24E-06,0.447887352,-0.721049767,0.014302567,0.417584573,-0.754564204,0.054903103,0.527921941,-0.343771131,1,0.354335062,-0.972966856,0.141207811,0.688726454,0.049540623,1,0.987916592,0.624238941,0.273547908,0.451236913,-0.578196159,1,0.544394894,-0.295548841,1
ENSG00000108561,C1QBP,1.99691558,0.986570231,4.41E-06,0.983766733,-0.499952354,0.118017333,0.737000142,-0.900137677,0.014897735,0.760207595,-0.784695347,1,0.721793645,-0.898849578,0.188488641,1.377452909,0.097741225,1,1.677452285,0.412327531,0.570791173,0.961727158,-0.44140879,1,1.139431173,-0.187245071,1
ENSG00000144749,LRIG1,1.335555515,0.995342202,5.66E-06,0.673812831,-0.45120802,0.206135998,0.429306246,-1.107472141,0.002607685,0.490967405,-0.825938581,1,0.570873155,-0.636948908,0.548130306,0.867405487,0.012161786,1,1.201045806,0.528256414,0.412949219,0.519606142,-0.747687583,1,0.658338011,-0.393106276,1
ENSG00000177383,MAGEF1,1.053852606,1.010242312,5.97E-06,0.493865169,-0.571254346,0.08120119,0.313554732,-1.216080897,0.001084993,0.35898692,-0.92420038,1,0.356522315,-0.981190654,0.150385505,0.669234196,-0.012076962,1,1.218597624,0.951125127,0.037741999,0.401099478,-0.768155645,1,0.468432816,-0.531849709,1
ENSG00000109062,SLC9A3R1,12.04972368,0.951429972,6.92E-06,6.190358114,-0.450295537,0.167068573,4.31797101,-0.969416169,0.00477029,6.034147787,-0.407776975,1,5.328149449,-0.615564636,0.487306187,7.920354225,6.54E-05,1,8.653046092,0.13994655,1,4.995511683,-0.689650753,1,9.925711554,0.333074661,1
ENSG00000006125,AP2B1,2.371168364,0.942546372,1.21E-05,1.000413874,-0.799500539,0.003390843,1.216123494,-0.407319126,0.381206346,1.383155486,-0.181875849,1,0.986451314,-0.711860447,0.415391163,1.78679033,0.207176811,1,1.715063323,0.147316692,0.978457874,0.824988699,-0.947579225,1,1.975014034,0.348044009,1
ENSG00000181610,MRPS23,1.788847245,0.947229782,1.24E-05,0.928276265,-0.434538427,0.203482966,0.597805284,-1.077462837,0.002772189,0.786603692,-0.594690394,1,0.85740336,-0.49124987,0.773932212,1.234509682,0.0753302,1,1.444263851,0.324854623,0.700409859,0.943495364,-0.328474408,1,0.791271648,-0.582558474,1
ENSG00000122741,DCAF10,1.665222227,0.94836546,1.47E-05,0.511305031,-1.324579967,4.77E-07,0.547988177,-1.100288832,0.002523809,0.844675106,-0.383044827,1,0.452761468,-1.347806182,0.012831156,2.033692266,0.974322783,0.364458274,2.103710713,1.058979327,0.010982738,0.597091269,-0.896825945,1,1.190072559,0.125195921,1
ENSG00000136068,FLNB,3.425020971,0.92875054,1.51E-05,1.717033637,-0.509210005,0.102760196,1.380226906,-0.798963813,0.025467619,1.868843671,-0.290730574,1,1.393280459,-0.755207053,0.347245937,2.267599364,-0.001108512,1,2.555043167,0.186948822,0.974897901,1.394732276,-0.72605046,1,3.082794341,0.454892677,1
ENSG00000150593,PDCD4,2.981862439,0.925973138,1.85E-05,1.131212835,-0.990638725,0.000162983,1.296709991,-0.680716346,0.082017429,1.230058123,-0.704736015,1,0.614618225,-1.775290855,0.000277984,2.459273236,0.336679348,1,4.29016571,1.266141605,0.000976972,0.938937415,-1.105162747,1,1.677495894,-0.245650137,1
ENSG00000182512,GLRX5,1.827353398,0.918254688,2.58E-05,0.886262053,-0.574415457,0.058714958,0.726743679,-0.824891988,0.028900106,0.98193481,-0.316116589,1,0.691172096,-0.870168992,0.217677378,1.686080329,0.508380192,1,1.401638008,0.225440473,0.864609343,0.870568186,-0.496498312,1,1.057138922,-0.205681482,1
ENSG00000204580,DDR1,6.852744128,0.895844196,3.19E-05,2.740436419,-0.922344929,0.00044854,2.363382165,-1.062360392,0.001909226,3.785200318,-0.293798599,1,2.31411417,-1.058280634,0.051252694,5.581283248,0.297687954,1,8.941397382,1.077735809,0.009945337,2.055634826,-1.197718864,1,6.00100418,0.392736088,1
ENSG00000183779,ZNF703,9.315786822,0.892253684,3.41E-05,2.371821165,-1.662889541,2.72E-11,4.329692682,-0.597443231,0.11520198,7.190296838,0.203830702,1,2.47815818,-1.418918807,0.003157013,8.313448097,0.43790408,1,12.3489574,1.102132427,0.007438434,2.43850251,-1.400435113,0.79259702,12.50209204,1.038088813,1
ENSG00000171530,TBCA,5.488140112,0.893742252,3.48E-05,2.965569177,-0.400270471,0.251759484,2.06887515,-0.925346012,0.007942378,1.995544937,-0.911783225,1,2.526277756,-0.588059166,0.54096767,4.340276146,0.250898636,1,4.415535836,0.284353989,0.817719778,3.190564031,-0.219006368,1,2.323173559,-0.685608941,1
ENSG00000127774,EMC6,1.85032198,0.894251355,4.52E-05,0.996450269,-0.405493571,0.251794475,0.715022006,-0.884647713,0.017290253,0.929142616,-0.430380215,1,0.85740336,-0.57533816,0.642696372,1.292986457,0.062334659,1,1.351489958,0.133273652,1,0.820430751,-0.616850193,1,1.436949313,0.216299725,1
ENSG00000124767,GLO1,2.712319368,0.887675577,4.58E-05,1.327807637,-0.579556662,0.053054895,0.937733779,-1.062339374,0.002989389,1.372597047,-0.425285263,1,1.19205314,-0.661457498,0.496006207,2.465770655,0.465302131,1,2.472298884,0.480809252,0.511175158,1.276225612,-0.535243187,1,1.519241564,-0.273935553,1
ENSG00000126581,BECN1,1.207877218,0.905396866,4.60E-05,0.60801699,-0.517389702,0.117797651,0.526010042,-0.689190985,0.08453938,0.527921941,-0.623396641,1,0.546813367,-0.60244633,0.605429049,0.857659358,0.095407419,1,1.038064643,0.39925334,0.588398127,0.569743577,-0.515050983,1,0.569715587,-0.507844839,1
ENSG00000128463,EMC4,1.594965387,0.885746731,5.65E-05,0.64051855,-0.920959855,0.000718798,0.75458265,-0.571309585,0.170882283,0.828837448,-0.383591648,1,0.623367239,-0.8394558,0.253413836,1.409940006,0.421469007,1,1.757689166,0.789573014,0.10550406,0.565185628,-0.950055114,1,0.930535458,-0.211080664,1
ENSG00000203667,COX20,1.247058918,0.879010335,7.62E-05,0.540635707,-0.79516572,0.005039466,0.619783419,-0.496516222,0.264795846,0.432895992,-0.975297978,1,0.531502593,-0.710685531,0.435757094,1.325473554,0.708239474,1,1.028035033,0.316065903,0.724191912,0.715597933,-0.240544796,1,0.544394894,-0.636517901,1
ENSG00000129625,REEP5,4.676808714,0.858305824,7.77E-05,2.833977495,-0.217397318,0.664394918,1.78169418,-0.930790909,0.007374418,2.227830591,-0.534340335,1,2.567835572,-0.337579453,0.9401969,3.56708324,0.173139102,1,2.605191217,-0.311966172,0.87968872,2.593472762,-0.310339876,1,2.42445633,-0.407889349,1
ENSG00000137203,TFAP2A,1.586858828,0.874764529,7.85E-05,0.774488395,-0.593451321,0.049505262,0.380954348,-1.625047552,3.72E-06,0.654623207,-0.729349592,1,0.818032797,-0.422785059,0.892220886,1.429432264,0.444064408,1,1.810344619,0.839581282,0.075571734,0.806756905,-0.424822186,1,0.664668184,-0.702756524,1
ENSG00000051108,HERPUD1,1.978000277,0.857576764,9.75E-05,0.967119593,-0.602556839,0.042440272,1.229310376,-0.149988094,0.917041743,1.103356857,-0.297200246,1,0.820220051,-0.767545804,0.338208882,1.351463231,0.005179699,1,1.532022939,0.202504491,0.898922122,0.788525111,-0.795837182,1,1.057138922,-0.358584351,1
ENSG00000114631,PODXL2,0.63298711,0.89686227,0.000102049,0.119700868,-2.118451466,3.64E-14,0.408793319,-0.058202524,1,0.739090718,0.845200992,0.859950006,0.120298941,-1.892411933,0.000392717,0.409337421,-0.047848064,1,0.744698548,0.907648535,0.059811318,0.127622561,-1.732859749,0.457914889,1.095119961,1.441560012,0.275166814
ENSG00000175029,CTBP2,1.410541181,0.861463283,0.000103747,0.671434668,-0.646232066,0.031319093,0.493775443,-1.057432766,0.003577658,0.633506329,-0.611308451,1,0.710857377,-0.465474486,0.824195544,1.094815166,0.204803357,1,1.431726838,0.639104306,0.247587591,0.69280819,-0.482814094,1,1.031818229,0.109825351,1
ENSG00000177576,C18orf32,2.503575487,0.850885405,0.000109528,1.339698452,-0.448046984,0.178349164,0.914290434,-1.000165527,0.005623773,1.008330907,-0.782727554,1,1.264232505,-0.470681673,0.809021927,2.225366138,0.407219132,1,2.226573437,0.41776979,0.558031741,1.312689201,-0.396066548,1,0.981176844,-0.81878449,1
ENSG00000163938,GNL3,1.675355426,0.851857518,0.000120288,0.944130684,-0.354133655,0.351817416,0.606596538,-1.011842723,0.005304465,0.596551793,-0.958519448,1,0.831156318,-0.496226356,0.765788624,1.088317746,-0.074917423,1,1.577156184,0.510463018,0.424782674,0.98907485,-0.216659327,1,0.829252687,-0.472994492,1
ENSG00000029725,RABEP1,1.673328786,0.853075688,0.000121101,0.894981984,-0.447069197,0.185278903,0.690113453,-0.808409914,0.033471977,0.818279009,-0.49296471,1,0.697733856,-0.761235066,0.355036435,1.341717102,0.249285468,1,1.424204631,0.349624378,0.671451327,0.884242032,-0.380814992,1,0.974846671,-0.232974998,1
ENSG00000156170,NDUFAF6,1.263272035,0.85598127,0.000126533,0.77052479,-0.206367811,0.710585729,0.379489139,-1.295178268,0.000279261,0.570155696,-0.606022054,1,0.577434916,-0.618104179,0.568695777,0.84141581,-0.032942145,1,1.105764511,0.396934475,0.591485309,0.729271779,-0.245485043,1,0.639347492,-0.434593612,1
ENSG00000164944,VIRMA,1.375412761,0.848033582,0.000143066,0.730888741,-0.462044116,0.16670528,0.455680008,-1.150488312,0.001379302,0.607110232,-0.644393405,1,0.629928999,-0.620401481,0.56057386,1.176032908,0.346494843,1,1.36402697,0.592642008,0.308924005,0.542395885,-0.813901235,1,0.924205285,-0.023694169,1
ENSG00000183978,COA3,5.071327895,0.826417603,0.000158641,2.983801759,-0.294996038,0.475276924,1.844698168,-1.022650024,0.002885442,2.33341498,-0.604800765,1,2.405978815,-0.583021343,0.547868738,4.09337421,0.240816754,1,4.024381043,0.219794934,0.922707678,2.698305581,-0.391344741,1,3.057473648,-0.204210654,1
ENSG00000131473,ACLY,2.075278979,0.836204406,0.000160156,1.285793426,-0.192461478,0.732317159,0.778025995,-0.968220369,0.007838483,0.855233545,-0.756295867,1,0.933957231,-0.656030299,0.509832331,1.36120936,-0.070548453,1,1.780255788,0.350910472,0.664737171,0.975401004,-0.565984372,1,1.171082039,-0.291717533,1
ENSG00000115648,MLPH,5.173335423,0.825919002,0.000169759,2.97587455,-0.336408945,0.381707778,1.26887102,-1.625890521,2.07E-06,1.805493039,-1.01166199,1,2.519715996,-0.542982199,0.609704379,3.138253561,-0.197909041,1,6.852731084,1.055941811,0.012701692,2.306322,-0.654345471,1,2.538399447,-0.508428738,1
ENSG00000143621,ILF2,4.349168641,0.822123265,0.000179446,2.130833988,-0.624393302,0.031145811,1.684990384,-0.927215485,0.00772272,2.06417479,-0.561076565,1,1.911659531,-0.702415485,0.423153053,3.765254531,0.3471643,1,4.929553352,0.792798512,0.118584152,1.946244059,-0.650510364,1,2.411795984,-0.329794246,1
ENSG00000164125,GASK1B,1.480798021,0.832391806,0.000194819,0.90845824,-0.213319234,0.690116657,0.80000413,-0.393301885,0.409296057,0.786603692,-0.382234906,1,0.614618225,-0.780382811,0.324745224,1.098063875,0.116230192,1,0.421243623,-1.337082812,0.032383229,1.062002028,0.063637518,1,1.228053598,0.278584849,1
ENSG00000170017,ALCAM,1.227468068,0.835486273,0.000201409,0.547770195,-0.775489825,0.006615447,0.455680008,-0.982233234,0.007819909,0.570155696,-0.575698062,1,0.546813367,-0.669879315,0.496723769,1.221514844,0.576456905,1,1.469337876,0.893734026,0.051130386,0.492258451,-0.795336305,1,0.614026799,-0.463393722,1
ENSG00000172172,MRPL13,2.961596043,0.821011252,0.000202274,2.047598285,0.001980506,1,0.882055836,-1.332801162,0.000126257,1.129752954,-0.88127509,1,1.594507779,-0.390648034,0.928904599,2.033692266,-0.010770369,1,1.978340587,-0.053418881,1,1.841411241,-0.160542866,1,1.335666542,-0.632446989,1
ENSG00000143819,EPHX1,1.03155957,0.835991315,0.000210702,0.479596191,-0.704383377,0.017292422,0.631505092,-0.187597555,0.842494473,0.89218808,0.348635475,1,0.42870168,-0.774193308,0.3489614,0.825172261,0.236903972,1,0.571687774,-0.329191256,0.92505579,0.401099478,-0.837836554,1,0.962186324,0.459125378,1
ENSG00000143878,RHOB,3.394621376,0.810894574,0.000241194,1.97070435,-0.330680533,0.396820094,1.444696103,-0.787231097,0.028309491,1.446506119,-0.725583555,1,1.655750876,-0.549553657,0.677081351,2.485262913,0.080978878,1,3.013897828,0.388801716,0.656668497,1.627187656,-0.554561901,1,1.778778665,-0.418948795,1
ENSG00000158864,NDUFS2,1.932063112,0.813651889,0.000250809,1.047977132,-0.450533343,0.175198201,0.930407734,-0.589625627,0.150848488,1.098077637,-0.295701971,1,0.859590613,-0.68727842,0.460249715,1.46516807,0.138138972,1,1.542052549,0.221969609,0.864609343,0.779409213,-0.804390452,1,1.538232084,0.204762104,1
ENSG00000082153,BZW1,1.790198338,0.815400638,0.000250809,0.795891861,-0.796340042,0.003697042,0.927477316,-0.471901267,0.291737889,1.018889346,-0.292030699,1,0.982076807,-0.363998258,0.970736314,1.634100974,0.427049262,1,1.592200599,0.395434734,0.583464971,0.820430751,-0.614760171,1,0.886224246,-0.495162901,1
ENSG00000204568,MRPS18B,1.923281007,0.810299845,0.000272065,0.952850615,-0.612840883,0.037798246,0.760443486,-0.901629573,0.01430274,1.013610127,-0.409309781,1,0.918646457,-0.580747021,0.62873752,1.614608716,0.293257262,1,1.880551889,0.544354495,0.37151348,0.879684083,-0.621276392,1,1.620524335,0.287255619,1
ENSG00000239779,WBP1,3.162233366,0.796249261,0.000325668,1.263597238,-0.990692562,0.000144331,1.657151412,-0.466909937,0.255945133,2.143363081,-0.046788181,1,1.218300182,-0.918266461,0.163178802,2.270848073,0.042264199,1,3.813759231,0.878495168,0.064896777,1.089349719,-1.050227814,1,3.430953866,0.656660469,1
ENSG00000076554,TPD52,4.48225131,0.787908906,0.000383574,3.063073857,-0.045913163,1,1.402205041,-1.278964952,0.000144287,2.000824157,-0.672196993,1,2.832493242,-0.16272114,1,3.999161629,0.372393489,1,1.815359424,-0.840644731,0.276188361,3.172332237,0.012576616,1,2.468767542,-0.360503142,1
ENSG00000143653,SCCPDH,1.120056168,0.806330103,0.000387474,0.645274876,-0.347155108,0.396995128,0.454214799,-0.862958494,0.022817764,0.517363502,-0.600126394,1,0.496506537,-0.694962703,0.461670947,0.84141581,0.121135277,1,1.04558685,0.46823361,0.488000843,0.524164091,-0.584860437,1,0.71530957,-0.121533941,1
ENSG00000115468,EFHD1,1.998942219,0.794025124,0.00039,1.08682046,-0.460587008,0.163100164,0.660809272,-1.188849943,0.000790491,0.754928376,-0.908946732,1,0.903335682,-0.675783244,0.477124565,1.806282588,0.397379319,1,2.183947594,0.714213206,0.163774301,1.043770233,-0.435317923,1,1.27236481,-0.139226113,1
ENSG00000138095,LRPPRC,1.415270007,0.79862377,0.000392975,0.737230509,-0.532852538,0.088864131,0.60366612,-0.789775435,0.038781017,0.739090718,-0.427258427,1,0.468072242,-1.14358455,0.048574404,1.302732586,0.430122369,1,1.547067354,0.718700091,0.163537409,0.670018447,-0.574950972,1,0.810262168,-0.289559803,1
ENSG00000266402,SNHG25,4.753145473,0.779275956,0.000435424,2.782450631,-0.339079125,0.37232425,2.230048143,-0.654313678,0.077216075,2.724077216,-0.308076559,1,3.033720561,-0.152718816,1,2.598967752,-0.384033148,1,3.412574828,0.032057326,1,2.538777379,-0.414066383,1,3.291690056,-0.027092287,1
ENSG00000120992,LYPLA1,1.428105391,0.792946623,0.000438275,0.857724098,-0.281658918,0.523145119,0.597805284,-0.822831762,0.029664154,0.80772057,-0.313092533,1,0.752415193,-0.439840678,0.857911509,1.166286779,0.240447461,1,0.867561271,-0.216474338,1,0.948053312,-0.076168454,1,0.810262168,-0.306342245,1
ENSG00000119888,EPCAM,1.897610238,0.787345375,0.000463815,1.052733458,-0.42944563,0.211180922,0.449819172,-1.698369588,1.08E-06,0.881629642,-0.608801818,1,0.905522936,-0.596532039,0.602713632,1.647095813,0.330558563,1,2.377017588,0.936171067,0.044534677,1.016422541,-0.401260782,1,0.917875112,-0.54651739,1
ENSG00000148672,GLUD1,1.759123197,0.783216847,0.00051311,0.940167079,-0.498817253,0.119440473,0.690113453,-0.930803993,0.011363667,0.812999789,-0.61837855,1,0.855216106,-0.570338826,0.652219125,1.439178393,0.236361725,1,1.868014876,0.660612046,0.218919411,0.975401004,-0.351932418,1,0.955856151,-0.377753218,1
ENSG00000141367,CLTC,3.938436343,0.770809595,0.000519883,2.340905047,-0.317697193,0.42175059,1.777298553,-0.721036144,0.047162824,1.905798207,-0.563083166,1,2.167568187,-0.388776969,0.867099411,3.157745819,0.195637299,1,2.888527702,0.060174734,1,2.133119952,-0.398013893,1,2.335833905,-0.261200485,1
ENSG00000070087,PFN2,1.006564348,0.793850619,0.000527837,0.558075568,-0.42513034,0.24436027,0.319415568,-1.248715745,0.000548261,0.496246625,-0.510651834,1,0.514004565,-0.485776004,0.797142693,0.802431293,0.205265885,1,1.085705291,0.694408872,0.19300583,0.542395885,-0.38300135,1,0.525404374,-0.423159221,1
ENSG00000167862,MRPL58,1.14099811,0.788979675,0.000542607,0.744364998,-0.131789562,0.888007644,0.391210811,-1.13381885,0.001803981,0.522642722,-0.62310153,1,0.597120197,-0.45176031,0.851845896,0.753700648,-0.086545302,1,0.870068674,0.135627949,1,0.738387676,-0.115062218,1,0.677328531,-0.239674715,1
ENSG00000132530,XAF1,1.821949025,0.772903488,0.000618597,0.778452,-0.893497283,0.000865648,1.535539063,0.30247451,0.452770367,1.219499684,-0.077318915,1,0.734917165,-0.861489448,0.22713875,1.46516807,0.203123854,1,1.135853341,-0.189983946,1,0.820430751,-0.666571762,1,1.493920872,0.22409317,1
ENSG00000135387,CAPRIN1,2.103651934,0.768624041,0.000627094,1.128834672,-0.502432493,0.112708463,0.839564774,-0.913859204,0.012563067,1.082239979,-0.470804347,1,0.940518991,-0.708214,0.421470039,2.059681944,0.506570173,1,2.121262531,0.566489246,0.337474316,1.098465616,-0.451087806,1,1.158421693,-0.368479772,1
ENSG00000186834,HEXIM1,1.318666851,0.775001221,0.000660656,0.773695674,-0.337460145,0.393280871,0.463006053,-1.106714525,0.002211685,0.585993355,-0.677833374,1,0.75022794,-0.332179233,1,1.039587101,0.174904214,1,1.236149442,0.453919579,0.507591755,0.697366138,-0.425014717,1,0.753290609,-0.306306286,1
